ID,Predicted_Salary
job_097e687e22ff9dd0,74204.27686000001
job_1914cbb4349e3bcf,118430.83595
job_70b90c7f163445e2,59316.75399999999
job_bd5435d99fa0c1da,98078.198
job_a1e68735fae7a302,108033.45414285714
job_bee914ce33068753,95006.832
job_491e269879467471,113318.006
job_e82ed6383e3b53bf,104458.835
job_c0c3332eeffe0e2c,84739.0965
job_ab20eee35a95a49c,106929.75666666665
job_3d00aa4fdb0b9208,156542.42655
job_a3c072638a3d1bb1,98302.26600000002
job_abf369f500ce8c6b,110773.59
job_4a909ba00566d555,95995.14300000001
job_63e425d4d7bedd70,106120.99
job_bca4959fe13c0185,112652.81266666665
job_e3cb4cda2812154e,101174.338
job_5328c39468608a58,105147.4115
job_4440993b81843ef0,100239.48200000002
job_6b0a7a9bbc6e0cb4,136595.9288
job_2c7e43668d7565cb,91068.879
job_41962015e82b6382,85886.552
job_7beef31d30a39fe6,115441.118
job_7b7c115fb4a1001e,104678.73399999998
job_8dd9939862a30e5d,98058.55
sj_7e09a2e8076f831c,107715.14
job_9e1fb2ade0a6223b,99668.696
job_5973d89ea6206dd5,113954.94
job_6e6bddc8503f66b7,103315.64599999998
job_dccca5ca984eb313,107521.58
job_a164db50311273f6,95520.45733333334
job_7c34b8cbbdf10838,101153.805
job_a02c960e4435bd69,108622.04
job_0355c00ba62ed170,104111.795
job_c1ea516f1a55a419,102287.22299999998
job_4a7aeefcdc9b200b,100405.745
job_ea98b88ef89ae8c2,77134.97833333333
job_e40fd25dae46f8df,134135.645
job_73c20a41e6632043,89860.92
job_84e4c6732ed8ff25,102017.88033333335
job_49aeffcc50f6de5f,89983.7
job_0f1a350ff902b623,107898.79321666667
job_4f091dcf93d02513,169219.94
job_541d0a990f7bb2c4,92664.04333333332
job_224b3edb04c46687,143219.69
job_05eef39d41bccd06,107370.19300000001
job_40b8118c900b887a,78808.268
job_fc824d782dd25f21,106860.29214285714
job_b7930cacbb56dfed,97267.209
job_697572c4b5438c2f,103681.83
job_7e52771a253bcfd3,107660.76514285714
job_0e3e0c514459e28d,103370.612
sj_f1af8f25dce4e923,103663.12600000002
job_9c1ee2c824efb8a7,83095.48
job_bce62233ae3528d0,104710.245
job_2bc283c25d723f83,103163.94333333334
job_a2c7b840b320bd96,110696.53613333339
job_7a43ce03b711eee8,103821.945
job_5c9d4da6a453aa0a,108761.78399999997
job_4e272b0f1ff8e602,97148.67
job_697283ce4a49366f,81520.17199999999
job_07e38ecdd1fdbf3d,104816.231
job_1622e72392486627,112306.35700000002
job_8072fa7a063631fb,113370.77
job_b010594b485ede95,103617.424
job_bd73c65e017d8e7f,105029.96
job_36fc72d444e78ba3,107749.73400000003
job_cf21e06bd8cf19de,110126.395
job_7b206c8f2aec1ab2,90314.655
job_93d1d6a48fb8a45f,133955.95
job_038744ed3fe86385,78100.164
job_44a042ac30b69499,104821.085
job_61c371205cdb2936,106028.355
job_267681dd8016e5b7,104284.6
job_fc3b5076d75a528f,237020.6476190476
job_2f6bc0cdc4f41ec7,105042.48
job_3d700c073878558d,98627.48800000001
job_29fa057a1efbe83c,100099.17550000001
job_4db0bdf5038ac6b6,55341.941999999995
job_261d0b35db822577,103987.28899999999
job_c351b3dd7c19f57f,139690.28
job_b9ac6cdd8a5f700e,80437.865
job_1fde5a708ffd023c,92136.7695
job_bfe508b5da319cd5,108664.455
job_9ea1117b347e953b,59109.276
job_8d00a1296a27b654,86446.73094999998
job_ca8ee741f5b94cbe,105108.54
job_9ed20b04e7980f1a,97358.45966666666
job_68a0dabbd70a22ef,53153.715
job_ba77d4ee2f7c02d1,104678.73
job_71872029e6009320,103371.30099999999
job_9dd3de504b3ef116,212394.8
job_1ed864a2d423a317,103386.132
job_d377ee53c9ceab7b,95582.722
job_9f95169bc47a7b7e,155000.0
job_a5cfc9773d16b891,103793.276
job_3e54942fa1ac5e1d,119637.739
job_23412b126778a58b,121508.304
job_e43377f1a04e902e,103886.7325
job_8357dd4413874402,102026.36
job_b5cde90ec681d367,105155.98
job_95522cb27793e441,190670.41973333337
job_caf0e16e31582c73,105687.455
job_e2135d80cdf1128d,79373.40199999999
job_58bd15957da27158,104749.658
job_30da06de7ef3c444,100185.362
job_7bcdcf7c4b51d8e3,98727.16
job_4bfb3c8b25d4ff46,109218.1
job_38787ce46dfdc10e,117037.3
job_67031ccdbac4739d,91079.03375
job_e6a6a621712895cd,78289.58
job_5ffd6e3c0007f126,59783.1454
job_70169876ebadff4e,103742.09899999999
job_6bae649430f193ef,108416.14514285713
sj_88191c2d5b02c5ad,79691.81100000012
job_51e6b178d444f413,104781.381
job_a3fa72bfbe155e3a,88175.6
job_4571378184987080,104406.026
job_1f364837daf41389,111304.935
job_bb9928cb925c7baf,115039.74399999999
job_50e09353454d9fac,84373.899
job_220a32e9cc8d6b76,102242.22
sj_2521f41fc0648b5d,103531.44699999999
job_5c7c406658982152,106087.785
job_9f9800e1953b023b,104845.18
job_5707fce4e4a01bf6,93898.93
job_46293e2a8aebeae1,96400.71
job_69071495d36132f9,102686.14
job_01fb38e88bbff9df,102958.489
job_91a6ac539cf89124,105178.49
job_2208df1900aa7dc6,109011.07699999999
job_7f8f13ec9958b2a0,106366.565
job_10bf815166eefe44,103684.8925
job_a662cd9f5205fdf5,119154.24
job_8534b4aa7354845c,107644.81
job_4f8551252b104c8d,98371.72200000002
job_b3a072c71b404380,110071.74585
job_5f4d7e1bc3ed07e3,103824.545
job_455d3ac6bdafc428,103686.74666666667
job_e4ef95db07a05994,104563.515
job_1685ff9f4fda6842,104413.275
job_4205908ace7f9d50,104052.836
job_e152b3e0b5c45246,92244.82
job_040758d70f56419a,94465.255
job_a556ac9ff8dced49,104844.63
job_b8c4b4a7032f820b,93998.893125
job_1520261d8a347eff,77355.91433333333
job_b290ad01de8c386f,105082.60599999997
job_2833661cebe58d17,101697.226
job_0956a84a4316572c,190542.905
job_9917fa536818715d,101832.138
job_5c77b6db73324559,101523.06300000004
job_13c972568f546803,78917.069
job_c80c8b449cbee03c,101974.94549999999
job_01dd230599e83091,60433.981799999994
job_3be1dd6c07e81e67,107620.325
job_25ce3e8ac84b72d9,83042.635
job_a25d440c6f2af2cc,81129.967
job_b46ce1d4dc932d63,118713.523
job_7f02c28c12fd99e4,73280.275
job_e1d5e59349ef6e87,99167.76600000002
job_10f6d05e55841630,100631.965
job_d6d5b76523deb316,66269.213
job_27ef390b505b8ef2,102022.03800000003
job_20714245b8e5a246,68010.47
job_a6caba353d955fd2,105877.34633333333
job_6ab969d631ee654d,105355.71600000001
job_1a175bb2a8a856ea,104600.44
job_370fe4998fda264d,104230.20599999999
job_16a3032eed3f0090,108641.373
job_fcd8c6aad31f4191,114991.98714285715
job_12b0176077ecc408,168694.4
job_5a2ff4dc50c65364,135155.478
sj_b7771d84749da9b0,104972.35
job_285ecd952952d399,89914.96
job_6b96b65823ce6f7f,104402.83
job_b84980f28e858d83,101785.92199999999
job_5cfd5c1c2b2ab4ce,101379.894
job_027a670d5458f603,109125.735
sj_27d5a42e5c18042f,100308.924
job_df2178ae026751f8,102480.10379999998
job_da57462031e09186,102752.444
job_9389cada85fd1781,70027.6182
job_08ca9c71127b89c7,38569.42000000005
job_9a999e5bf409b1f7,109643.535
job_fb1512b66fba7f8c,123698.1
job_24aa4212b97e22e5,105523.36
job_da3dcac786659a4d,104030.17599999999
job_e745729f5005d542,100878.783
job_0f0ecd8ae0c32802,92651.72
job_3870258aa6d9d3b7,96756.70357142859
job_aca75907128d1458,79197.69949999999
job_ace50662c6b558c1,74835.964
job_4e3054ae9bfc603e,101873.54
job_f84b803568a6f1e6,103852.92
job_0c1778e88da3cd81,104147.645
job_2ed92f33c4f95407,113350.02
job_773d64583d6601ff,107515.44
job_3e0c82b3388bb567,157315.454
job_248eff678a1b279b,101164.147
job_75faa003d1dc716e,104573.095
job_d09c1a8000272767,127723.73065000001
job_413d8a3797551250,74811.234
job_8f273b03816aad12,113812.4575
job_7f31b5786b9cdb5e,97468.555
job_52099af1e6b177ad,145007.7
job_fa4d9c397a4169f4,99866.01
job_b029e4347d251267,103997.18
job_b2837c6776a7a708,95570.87889999998
job_4b6b8eadd1b24d53,130570.636
job_2479cb9ff6148664,103010.89600000001
job_58c35d4d616fb5de,105375.42
job_33eb8ac44d75363e,204102.095
job_c85300582caeddd2,100645.75275
job_f23dd024d51faee3,76598.33233333334
job_a2cc1c7ee307aed7,108874.39
job_f097e674b8358037,104651.855
job_71ca2ef6ed216a99,109291.32400000001
job_5e7d87179ba1dd26,104993.095
job_01c7a1d341876cb8,101116.20199999999
job_ca43b6812b69a76e,76931.535
job_0e6949778ad473d2,175354.04170000003
job_51f2c1f980faad07,108853.135
job_f742730e60738a6c,104973.22
job_ef1c2310ee863ac9,83526.485
job_c02bcbe09d0051ff,101665.96800000001
job_018a728b1bbf9340,108214.30100000002
job_b34181e5dcd02f1a,116321.58700000001
job_459aef00cc25be13,100093.15
job_b4b2f2bff07df838,94747.09295
job_09dc96279bcb5481,131299.375
job_bf892d05927007f8,100201.84899999999
job_4ea74ddfee6a7d36,90767.92657142859
job_988519d4392c69c7,99351.865
job_a63c9f112930f0bf,94017.659
job_cbb0c04d73be862c,104608.41573333333
job_93d6fdaba0980845,98867.507
job_6be4227c14500f81,66971.39523333333
job_2c09e7b2f6361918,110490.38900000001
job_b97d7865dbb915b7,95378.543125
job_27101d5d796a31fa,45810.038
job_d6ddfc670a0df4de,111488.90880952381
job_92005db2efc02417,102324.5465
job_996a38e892ad9199,156478.86
job_58fbe88aa3259c04,104685.01
job_5bc0bf9815535abb,108184.15
job_217f29fa6bf7d430,104225.104
job_e0cd33beedba2a98,100764.94649999999
job_81166f09e84bbd99,100923.73862500001
job_dccc338a3de86b6a,102622.65566666669
job_fe9ec567d3c45d83,75672.135
job_9da88cd4e341fa1f,107907.22014285713
job_f1c4e7ac9ddeba8b,247026.81
job_75562f0677af0e64,117667.64115
job_bdad793b5cf6c1e8,75191.64335
job_5caee07e7528124c,105941.99900000001
job_817edd15e79da84a,108778.668
job_9dcea82bc6cc93a6,85585.53600000002
job_9418f1d3a247ba70,77246.47833333333
job_aead1920368326cd,104176.41299999999
job_b67b958d88bd3f0f,126532.06166666668
job_bf7e8cf00c02ef35,109609.27
job_064217dbe27bb598,104521.69
job_00df32b7c6ead43f,104409.005
job_55de1c12a6c98e85,97451.71699999999
job_2ea9fd988f88458a,44553.379199999996
job_2bfa4768e1670eb0,106725.41
job_56f6be67a8886b93,100155.51128571428
job_e15eace7945931cc,69540.317
job_055179f256fb1746,104753.989
job_3aa8a45f3aca38cb,155385.78
job_5c256e87d1ec5144,90521.82949999998
job_1c9b951b2e0d5377,103435.83
job_8c3daa298925c598,102857.687
job_b30e5178fce9d90d,104020.5
job_5c05b4fd32277562,104622.18400000001
job_c3da17c556c72a1a,108778.76
job_b601ecfb1ecc3607,101647.3
job_57afeec492349d54,104329.70199999999
job_e79891d89a929227,87316.588
job_a875ee09ea5b97de,104321.07800000001
job_6f59031b5fe519ac,74830.29800000001
job_6494412ce5d64e0c,119931.235
job_995d2a6e7706b7c5,141842.955
job_51d47d6378a530e2,156637.68300000002
job_9cfd62ae6c9fd7bb,134403.958
job_0362f40e1ab260c7,82450.0
job_f3307b0c4781e470,104632.405
job_93f7727b0e001e46,99709.675
job_2e314d298b7a97f0,96986.002
job_696b1587054df140,77561.22
job_28c1b7befd5d769f,77369.06
job_4673c136428dd5ad,96867.82900000003
job_5f82761a4940b8f6,56324.295999999995
job_e2515919403acc83,65119.204000000005
job_0da8d05e69e881be,110023.8
job_f596e8593381a5e2,115169.168
job_77a6ef002f33eb6d,91375.045
job_8eeaeab8119508a4,62961.696
job_b8cb159a17d8c0f3,104218.45599999999
job_27b17650e7c2d7f6,101680.505
job_815894ffd6af375f,99970.575
job_4ce6b8cacfc0a15e,104874.855
job_55831170ee50d0b0,99697.48399999998
job_a8c34baf466bc32d,107590.90080952382
job_f6d4f79dfe6c8775,101804.215
job_33f5d2cc6513e99e,130035.275
job_87c9002c73fe862f,78253.24699999999
job_cd1a125cf21f016a,106261.00099999999
job_53a39ca3eeebea5f,107041.87800000001
job_6a58e7b5697fff5f,104400.537
job_6bba1041ab3fdcf6,70800.09813333333
job_ddae9420bc9d6060,128098.7451
job_d552c2d5e9d70bb0,79714.80333333333
job_c62066e89ee2fc78,104079.81233333336
job_8df2a848d59ac44d,148464.88
job_50c9d06d3f73878b,117020.205
job_655af590148619a8,52704.25699999999
job_7c4b90f2d26bfbb8,83390.245
job_df5f09030a706349,109678.345
job_38d49f314025b74a,79593.0986
job_a57d060044c4fee9,97536.63160000001
job_8f4ff464a3c3f32f,106126.40800000001
job_ea57147ac8f24f08,103022.2192857143
job_e7118451290c5eb7,103028.88
job_d3a127a08b5020e3,104898.02
job_048e527275bbcbe6,107498.88
job_b1c1fc0b362c44bc,103455.73599999999
job_4a2168f23068ab89,102251.18699999999
job_aaebd3f4b6f63686,129262.8
job_002564fdb36804f2,97115.62
job_9307b30f6274cce0,56468.541799999985
job_88cdac559b484ca4,90590.355
job_04bf07ce7e0a3ada,101637.665
job_71c73ed7e300f91e,134076.88199999998
job_f62bb62e638c71ec,65845.26400000001
job_e09514495bfa33bc,85239.319
job_bbf5fde1e5708985,102179.103
job_d14a8af33171c98d,105295.42300000001
job_f1bfb796e2dad683,103490.9224
job_502bb4079f7f76dc,104213.615
job_9fb4923db545641b,163051.09
job_08263566cbffda9a,105166.67785000001
job_a5f653a59bfe1131,98255.895
job_ccbff3e403b58c6a,105030.155
job_994a942e06086c47,74776.445
job_c1df55a723401a62,110573.175
job_155c67ee779d043b,104798.625
job_4176a1b2353f27c9,105730.03
job_ee3d161937b53d7a,101589.7
job_143aad8419c4de92,113551.44600000001
job_f2d7c1a0dcb711bc,146778.3866666667
job_0461331616c0ed1e,105935.30014285713
job_f8b9ebfbfd231db8,104360.186
job_a32f43f7c64eb732,107995.22
job_fb2dd282db458888,104869.86
job_659ab6ef422a977b,104535.841
job_fc65d5b62f93b241,62201.312199999986
job_5f8ad8e3a4402f56,102717.505
job_6cdeb493f2d8df4f,102117.145
job_768fba4c5f3730fd,83891.98
job_2d9083c6b7428e70,104398.84
job_477154b32724307f,104580.755
job_fbeed7e30a345d86,210760.0
job_88481e47d9b88b95,103927.129
job_ac1923cff6e78310,102262.48033333335
job_5dd8275c9129d3d9,104666.41
job_695a5e47e5c18a34,103570.07399999998
job_afb4bf303e91df75,100689.4415
job_12a9d373e5d5f9c4,176684.965
job_ae0d189480e6f861,67830.04
job_a299acd98bf12106,103376.875
job_12ff8cbaf8389078,94355.98300000001
job_1cb19b85ea7d4fde,82694.21399999988
job_a58d4f08404a6ecd,105541.585
job_6a6034442a32ca3e,104324.037
job_663c4eb67a022053,106528.49285
job_958857ea0717dd85,168555.52
job_1f7993113237aa79,105498.13
job_b7a413c107aeea99,101207.84300000001
job_c0eb81454ec75ce8,108146.31895
job_17c2939621a7c064,98948.95599999999
job_311f8ff69959ea6f,104728.355
job_1a5336b9496aff4f,100579.345
job_032a6fc0f1a3b8fb,87776.99699999999
job_ee565d3b0075f3ec,102798.605
job_5b3cba6f772c6f60,110176.589
job_c37f914aed943b9c,105723.715
job_1f133b0673c84980,103363.07033333334
job_9f9b6436bc08d09d,94955.74565000001
job_017cfd45388eadaa,101337.8925
job_767b7c674668d425,144943.522
job_4d58fba6d3a8f358,136994.62041666667
job_baf139c56190da7d,102355.05733333335
job_47057abed27bc2a4,100122.90700000004
job_c83bb93c284142f0,102864.935
job_705ac63fcee241ba,137646.112
job_37ee29e7675d849c,136893.595
job_2189d77b26d51779,70548.15699999999
job_19e1a846b5e15c12,159456.24465
sj_69ddba9fc34770f7,103150.32938333334
job_a50d930635b2bf67,77989.84499999999
job_132eee4bd7815dd7,118859.31690000002
job_32f4bfe839b355d0,102957.159
job_4e13bfecae67aeee,97595.677
job_f08d89062f253444,86206.11665
job_a8b47d837185a2e7,105090.035
job_4724371289729e18,143661.85
job_67905dfd32c8c9af,142069.19655000002
job_9d21e586216ae2ea,101351.63900000001
job_c1382f66386872bd,183871.97
job_ba397e85eb758612,108867.965
job_ab1722933b6787c6,103811.6242857143
job_014b0e84899f33d9,104406.005
job_5a81c6672dc6f73b,101545.9839
job_3853228102542d0a,97641.80208333331
job_708792d32bcd16b7,113014.46766666666
job_394e68e619b23fbc,102732.875
job_ae4c08d8c13e28a3,96756.90019999999
job_a41bd7bf6fc31c84,102084.84
job_27180ae81845d5bc,96511.837
job_6dace5fa4d225dd6,107277.295
job_a6430e61e2d1b46d,106846.198
job_794513db2ea79fd0,91240.008
job_1027d65949cafe90,122837.99600000001
job_e0340ee00db7b391,72140.55515
job_8ac41548fb16ac26,77290.483
job_f7adb59701471bf3,113552.204
job_e155ec6530f70f38,63391.726599999995
job_f48dcd020300242a,104782.52
job_9e42fad384901321,64102.63
job_e0a587ef24f7d673,62390.915
job_4a9ec835859ac643,79147.144
job_a39e6a6a83230d1c,117159.24
job_952bc24d2ab15e5a,106969.528
job_0915ede8a6a865ec,130969.04635
job_c19865224a0e766a,97320.58
job_4f0b20c44b13b68f,125249.205
job_c4aa720aee6cf43a,80793.052
job_f20d735962ef3766,108792.455
job_843a7961c80dd5a8,68960.322
job_d24a1894e53a4fce,102270.13600000001
job_d7709e69c444044f,117983.3589
job_4317f40133c4738c,74065.718
job_d95052eb266bb1ab,98877.65383333333
job_70788564a52d14b3,104745.245
job_454b221ed21ed86c,105452.27
job_c9e61255f9da7cb0,75429.14682539683
job_f78bd1ed6cfede6a,41222.81999999999
job_82bb42ecccf3f781,84483.8
job_1cf6643ecee42881,103757.06
job_e186515e99058e33,104390.1956060606
job_4e719f6e1f8d5f9f,124343.18
job_bc59c18bc47532f2,101953.215
job_b27f9545e1856bef,102365.65699999999
job_6f368191c2a7bc27,104897.32
job_832d53147f0f8450,107555.94214285715
job_da5e7c376ebd80bd,104265.04199999999
job_9a58a53dccdc770b,115060.388
job_0608389f1d3134a4,86402.446
sj_b7e431f1b4e2b1ec,104622.025
job_c331dc03557f9bd5,102146.00300000003
job_cba1e8ca26ab8737,87881.03866666666
job_87b5427a923bd80e,128004.37
job_810ddd6dc4d72d81,105054.465
job_cca5d5e8d7dbae4c,158565.295
job_51e14c370802f7a0,101847.91
job_0c36b2d9ddd3539e,59955.48
job_e08261e8e80220d9,96847.47099999999
job_2931656550af630f,80337.99236666666
job_7f6e6a95a0fc7830,104555.36
job_959c544d62d9f854,90970.226
job_f0a44c0970318fbb,105839.215
job_1d34fc87985aea96,62266.894
job_613d0e6a75fe440b,115493.20100000002
job_15cf5054e8327253,105655.69699999999
sj_c5a22b8d3d0337c4,104617.1
job_6f099f3b282dd8a6,101676.18800000001
job_86a0b8bd8789195c,103217.481
job_690100840d95f426,113217.275
job_7077506ef5a2b229,69754.121
job_454e11682adc24da,87495.022
job_e20ca085f943f4df,104522.96
job_3b4ee0d5959366e7,105818.25099999999
job_354b66b56f9b4a16,85207.95
job_6956e78505febdb4,107552.645
job_31374f714e9fa133,107773.335
job_f29fb644cdead541,103475.97
job_187c9116c9b7ba08,104335.42
job_39463685ffbbae6a,94335.644
job_b949c4a5087196e4,116893.67125
job_0891ca877fe6efdd,100830.47600000001
job_bad2d5f539017a10,103396.481
job_dd59fd12ba73f9ca,88495.43499999998
job_ce4ebece5a99a5c4,124202.0
job_e209af7084f0cd31,103918.18
job_f9ef9145c4e61386,95953.62
job_7f4d76702d5856a7,104109.931
job_3f4b85d2038de229,103961.87
job_0a8e2bad06cada8f,107330.395
job_47af99e2b145188f,104367.44
job_8f0532d46ce95523,94720.938
job_68aaeb4b5e9d6984,114394.595
job_0d560dbac0d03cf6,135981.155
job_042b19a307f9d85a,113613.67599999999
job_6f96324f7725361a,104438.865
job_bfd64d4339ddd274,104623.965
job_f41971b814f55fe3,108709.88351666667
job_d9c6df06b75e07cc,101067.37199999999
job_c1b8f61675739f09,121665.397
job_40f1f9fc84aa745d,111613.75600000001
job_b6857e85788f8aba,115180.575
job_55087d3860749ba3,65688.955
job_c52b3b6986961c87,105071.325
job_0c36aec70edd68d1,104657.185
job_daf0c540e3018db4,55372.406
job_ed9b9d5d4d402b7e,108274.4
job_4043ef3ce4982482,78915.296
job_b9050da70d938278,102997.33533333334
sj_313d92fa0850c3c2,61714.91700000001
job_cfb63ba26a7a4204,103550.37
job_7a81c9382e6f4ace,104499.405
job_f32c5bf1c64f0c7c,94058.025
job_650e20f642a35ee4,85180.868
job_a7385aa8014eca97,116418.11714285713
job_40f4fd916229276e,60603.416399999995
job_d2697f526afd0714,213354.995
job_e5642a682e6713f6,104895.47
job_695ee77ffe792ab7,67884.25010000002
